bert_epochs_loss_history,bert_epochs_accu_history
1.5141387188900783,47.6140350877193
0.9098246903392856,69.6140350877193
0.6097130330914226,81.05263157894737
0.4331059909982388,87.54385964912281
0.30956820783585143,90.98245614035088
0.20423757992476724,94.0
0.1311113605868883,96.52631578947368
0.09613422184204423,97.96491228070175
0.06098779038572944,98.87719298245614
0.042088683954747026,99.33333333333333
0.04891397775926071,98.94736842105263
0.029678382762504858,99.50877192982456
0.02593533641674332,99.64912280701755
0.016744966393690452,99.71929824561404
0.013889547213703893,99.85964912280701
0.011249676117850415,99.89473684210526
0.013226599982086381,99.6842105263158
0.006238934230813809,99.9298245614035
0.012771280058373453,99.64912280701755
0.009848616808501994,99.78947368421052
0.0034343713410614923,100.0
0.002757750228489619,100.0
0.002380067241305288,100.0
0.002595058529489471,99.96491228070175
0.0034293589522338902,99.89473684210526
0.033899482100286295,99.12280701754386
0.019694795307518612,99.43859649122807
0.01223945413298603,99.71929824561404
0.014362839223913244,99.54385964912281
0.015570104808947228,99.6140350877193
0.010901776947570163,99.6842105263158
0.006111279952693627,99.78947368421052
0.0020209372325867996,99.96491228070175
0.008030952712262111,99.78947368421052
0.0025358308794746934,99.9298245614035
0.005684402253278453,99.85964912280701
0.004068912580699072,99.89473684210526
0.0029117523756934404,99.9298245614035
0.001985575856644837,99.96491228070175
0.0006816806001770804,100.0
0.0019744470055077182,99.89473684210526
0.006936690100864117,99.82456140350877
0.003963303026436261,99.82456140350877
0.02011626684189808,99.40350877192982
0.0037682621276257143,99.85964912280701
0.002460917651584351,99.9298245614035
0.006416748223131049,99.78947368421052
0.008240982147168457,99.6842105263158
0.002163886592733835,99.96491228070175
0.0005460288797540319,100.0
