w2v_epochs_loss_history,w2v_epochs_accu_history
6.098910132599943,51.92982456140351
1.3585754093612814,81.6842105263158
0.9350927811670091,86.45614035087719
0.44643663163110714,91.85964912280701
0.3549898214868429,93.78947368421052
0.3803046192561538,93.82456140350877
0.3790380626073155,94.03508771929825
0.5234658398504549,93.64912280701755
0.4377374668535303,94.0
0.31537019860009396,95.36842105263158
0.4401584205000708,94.63157894736842
0.4690363618621704,95.19298245614036
0.48202574363689327,95.2280701754386
0.48719521615410394,95.19298245614036
0.3765990732525536,96.52631578947368
0.1545917358950606,97.82456140350877
0.19092363112616295,97.82456140350877
0.21806890727805578,97.43859649122807
0.16694896790453428,98.10526315789474
0.13675624843529954,97.96491228070175
0.2353343676494516,97.6140350877193
0.2557097687702553,97.96491228070175
0.08755103724823947,98.94736842105263
0.18292931382689975,98.0701754385965
0.2271896859340299,97.71929824561404
0.47390264699917944,96.10526315789474
0.2769932140711844,97.85964912280701
0.3085091783549991,97.47368421052632
0.17984939211691758,98.24561403508773
0.209551676231567,97.82456140350877
0.21857707468106377,98.03508771929825
0.10054233850261185,98.94736842105263
0.06374751703491588,99.2280701754386
0.3485014694338201,97.33333333333333
0.17736978220864416,98.63157894736842
0.25997697880416215,97.78947368421052
0.137306352597804,98.3157894736842
0.14536118147586624,98.73684210526316
0.22102420510049225,98.0
0.15508028899182372,98.28070175438596
0.1263140096475043,98.98245614035088
0.05749886276331672,99.05263157894737
0.16700364700370463,98.45614035087719
0.17362603038676241,98.63157894736842
0.10528569996131723,98.87719298245614
0.13875689909626118,98.91228070175438
0.19962749352364173,98.24561403508773
0.08138859497217002,99.12280701754386
0.05144805454152453,99.36842105263158
0.06290999181771134,99.15789473684211
